/* DATA DESCRIPTION:
Citation:	Nicolaus, Marcel; Anhaus, Philipp; Hoppmann, Mario; Tao, Ran; Katlein, Christian (2024): Transmittance through sea ice from radiation station 2020R11 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.948827, 
	In: Nicolaus, M et al. (2024): Spectral radiation fluxes, albedo and transmittance from autonomous measurement from Radiation Station 2020R11, deployed during MOSAiC 2019/20 [dataset bundled publication]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.948828
Abstract:	Solar radiation over and under sea ice was measured by radiation station 2020R11, an autonomous platform, installed on drifting Second-Year-Ice (SYI) in the Arctic Ocean during MOSAiC (Leg 2) 2019/20. The resulting time series describes radiation measurements as a function of place and time between 26 March 2020 and 01 August 2020 in sample intervals of 3 hours. The radiation measurements have been performed with spectral radiometers. All data are given in full spectral resolution interpolated to 1.0 nm, and integrated over the entire wavelength range (broadband, total: 320 to 950 nm). Two sensors, solar irradiance and upward reflected solar irradiance, were mounted on a on a platform about 1 m above the sea ice surface. The third sensor was mounted 0.5 m underneath the sea ice measuring the downward transmitted irradiance. Along with the radiation measurements, this autonomous platform consisted of a lightchain, which measured counts of red, green and blue light at 49 positions at hourly intervals. In addition, the evolution of snow height is measured at hourly intervals. All times are given in UTC.
Keyword(s):	autonomous platform; buoy; drift; lightchain; snow depth; solar radiation
Further details:	Buoy Deployment Report 2020R11. https://download.pangaea.de/reference/115456/attachments/2020R11_deployment.pdf
Project(s):	Current sea ice maps for Arctic and Antarctic (meereisportal.de) (URI: https://www.meereisportal.de/en/)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://mosaic-expedition.org/)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
Coverage:	MEDIAN LATITUDE: 84.297156 * MEDIAN LONGITUDE: 15.216410 * SOUTH-BOUND LATITUDE: 83.694000 * WEST-BOUND LONGITUDE: 12.844700 * NORTH-BOUND LATITUDE: 85.839000 * EAST-BOUND LONGITUDE: 18.317800
	DATE/TIME START: 2020-03-27T09:03:50 * DATE/TIME END: 2020-08-01T09:02:02
	MINIMUM ELEVATION: -2586.3 m * MAXIMUM ELEVATION: -2586.3 m
Event(s):	PS122/3_28-55 (2020R11) * LATITUDE START: 85.982218 * LONGITUDE START: 13.088808 * LATITUDE END: 78.802415 * LONGITUDE END: -2.393845 * DATE/TIME START: 2020-03-26T14:55:00 * DATE/TIME END: 2020-08-01T10:00:00 * O2A Registry URI: https://registry.o2a-data.de/items/4335 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/3 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Radiation Station (RAD_S)
	PS122/4_43-158 (2020R11) * LATITUDE: 78.802415 * LONGITUDE: -2.393845 * DATE/TIME: 2020-08-01T10:00:00 * ELEVATION: -2586.3 m * O2A Registry URI: https://registry.o2a-data.de/items/4335 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/4 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Radiation Station (RAD_S) * COMMENT: recovery
Comment:	The data set has been processed and contains quality flags for different kinds for erroneous data. Flag values are the sum of individual error codes. The value of 0 refers to no error. Quality flag, position: The geographic position is flagged +1 if the drift velocity, as derived from the GPS longitude and latitude, exceeds a threshold of 10 deg latitude or 50 deg longitude per time step; +2 if the position exceeds extreme values, such as longitude > 360 deg; +4 if the position is exactly 0.0. Quality flag, sun: If the suns position is close to the horizon, the radiometers measure a very noisy signal. Radiometer measurements and variables which are computed from them are flagged +1 if the sun elevation is below 10 degrees; +2 if the broad band albedo exceeds the threshold 1.05 .
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
	LATITUDE (Latitude) * GEOCODE * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
	Quality flag, sun elevation (QF sun) * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 2 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_2)
Size:	2875 data points
*/
Date/Time	Latitude	Longitude	QF sun
2020-04-03T15:02:14	85.317	13.5354	1
2020-04-03T16:02:17	85.317	13.5354	1
2020-04-03T17:02:09	85.313	13.5779	1
2020-04-03T18:02:16	85.313	13.5779	1
2020-04-03T19:02:24	85.313	13.5779	1
2020-04-03T20:02:35	85.310	13.6271	1
2020-04-03T21:02:46	85.310	13.6271	1
2020-04-03T22:02:11	85.310	13.6271	1
2020-04-03T23:02:12	85.305	13.6824	1
2020-04-04T00:02:26	85.305	13.6824	1
2020-04-04T01:02:46	85.305	13.6824	1
2020-04-04T02:02:10	85.301	13.7394	1
2020-04-04T05:04:08	85.301	13.7394	1
2020-04-04T06:02:10	85.301	13.7394	1
2020-04-04T07:02:17	85.296	13.7999	1
2020-04-04T08:02:40	85.296	13.7999	1
2020-04-04T09:02:14	85.296	13.7999	0
2020-04-04T10:02:45	85.291	13.8593	0
2020-04-04T11:02:11	85.291	13.8593	0
2020-04-04T12:02:17	85.291	13.8593	0
2020-04-04T13:02:40	85.285	13.9175	0
2020-04-04T14:02:15	85.285	13.9175	1
2020-04-04T15:02:29	85.285	13.9175	1
2020-04-04T16:02:35	85.278	13.9759	1
2020-04-04T17:02:38	85.278	13.9759	1
2020-04-04T18:02:09	85.278	13.9759	1
2020-04-04T19:02:23	85.271	14.0347	1
2020-04-04T20:02:40	85.271	14.0347	1
2020-04-04T21:02:11	85.271	14.0347	1
2020-04-04T22:02:42	85.263	14.0955	1
2020-04-04T23:02:18	85.263	14.0955	1
2020-04-05T00:02:24	85.263	14.0955	1
2020-04-05T01:02:18	85.256	14.1573	1
2020-04-05T02:02:45	85.256	14.1573	1
2020-04-05T03:02:10	85.256	14.1573	1
2020-04-05T04:02:12	85.249	14.2230	1
2020-04-05T05:02:40	85.249	14.2230	1
2020-04-05T06:02:09	85.249	14.2230	1
2020-04-05T09:04:08	85.242	14.2907	0
2020-04-05T10:02:09	85.242	14.2907	0
2020-04-05T12:05:34	85.242	14.2907	0
2020-04-05T13:02:10	85.235	14.3640	0
2020-04-05T14:02:09	85.235	14.3640	1
2020-04-05T15:02:10	85.235	14.3640	1
2020-04-05T16:02:32	85.213	14.6120	1
2020-04-05T17:02:10	85.213	14.6120	1
2020-04-05T18:02:11	85.213	14.6120	1
2020-04-05T19:02:10	85.206	14.6969	1
2020-04-05T20:02:10	85.206	14.6969	1
2020-04-05T21:02:30	85.206	14.6969	1
2020-04-05T22:02:46	85.198	14.7841	1
2020-04-05T23:02:11	85.198	14.7841	1
2020-04-06T00:02:11	85.198	14.7841	1
2020-04-06T01:02:18	85.189	14.8666	1
2020-04-06T02:02:29	85.189	14.8666	1
2020-04-06T03:02:10	85.189	14.8666	1
2020-04-06T04:02:11	85.181	14.9424	1
2020-04-06T05:02:10	85.181	14.9424	1
2020-04-06T06:02:33	85.181	14.9424	1
2020-04-06T07:02:44	85.173	15.0122	1
2020-04-06T08:02:09	85.173	15.0122	0
2020-04-06T09:02:09	85.173	15.0122	0
2020-04-06T10:02:15	85.165	15.0761	0
2020-04-06T11:02:46	85.165	15.0761	0
2020-04-06T12:02:09	85.165	15.0761	0
2020-04-06T13:02:31	85.157	15.1393	0
2020-04-06T14:02:45	85.157	15.1393	0
2020-04-06T15:02:42	85.157	15.1393	1
2020-04-06T16:02:09	85.149	15.1998	1
2020-04-06T17:02:44	85.149	15.1998	1
2020-04-06T18:02:10	85.149	15.1998	1
2020-04-06T19:02:12	85.141	15.2547	1
2020-04-06T20:02:33	85.141	15.2547	1
2020-04-06T21:02:10	85.141	15.2547	1
2020-04-06T22:02:11	85.134	15.3032	1
2020-04-06T23:02:25	85.134	15.3032	1
2020-04-07T00:02:45	85.134	15.3032	1
2020-04-07T01:02:09	85.126	15.3447	1
2020-04-07T02:02:12	85.126	15.3447	1
2020-04-07T03:02:32	85.126	15.3447	1
2020-04-07T04:02:49	85.119	15.3801	1
2020-04-07T04:12:03	85.119	15.3801	1
2020-04-07T05:02:45	85.119	15.3801	1
2020-04-07T06:02:09	85.111	15.4071	1
2020-04-07T07:02:10	85.111	15.4071	1
2020-04-07T08:02:30	85.111	15.4071	0
2020-04-07T09:02:40	85.103	15.4263	0
2020-04-07T10:02:09	85.103	15.4263	0
2020-04-07T11:02:16	85.103	15.4263	0
2020-04-07T12:02:41	85.094	15.4390	0
2020-04-07T13:02:30	85.094	15.4390	0
2020-04-07T14:02:47	85.094	15.4390	0
2020-04-07T15:02:14	85.085	15.4451	1
2020-04-07T16:02:18	85.085	15.4451	1
2020-04-07T17:02:36	85.085	15.4451	1
2020-04-07T18:02:14	85.077	15.4474	1
2020-04-07T19:02:29	85.077	15.4474	1
2020-04-07T20:02:41	85.077	15.4474	1
2020-04-07T21:02:46	85.069	15.4455	1
2020-04-07T22:02:10	85.069	15.4455	1
2020-04-07T23:02:23	85.069	15.4455	1
2020-04-08T00:02:45	85.062	15.4426	1
2020-04-08T01:02:36	85.062	15.4426	1
2020-04-08T02:02:10	85.062	15.4426	1
2020-04-08T03:02:15	85.055	15.4409	1
2020-04-08T04:02:22	85.055	15.4409	1
2020-04-08T05:02:12	85.055	15.4409	1
2020-04-08T06:02:38	85.049	15.4387	1
2020-04-08T07:02:09	85.049	15.4387	1
2020-04-08T08:02:16	85.049	15.4387	0
2020-04-08T09:02:09	85.049	15.4387	0
2020-04-08T10:02:39	85.043	15.4360	0
2020-04-08T12:03:33	85.043	15.4360	0
2020-04-08T13:02:10	85.043	15.4360	0
2020-04-08T14:02:10	85.037	15.4366	0
2020-04-08T15:02:12	85.037	15.4366	0
2020-04-08T16:02:09	85.037	15.4366	1
2020-04-08T17:02:38	85.018	15.4105	1
2020-04-08T18:02:09	85.018	15.4105	1
2020-04-08T19:02:09	85.018	15.4105	1
2020-04-08T20:02:10	85.011	15.3794	1
2020-04-08T21:02:10	85.011	15.3794	1
2020-04-08T22:02:09	85.011	15.3794	1
2020-04-08T23:02:09	85.004	15.3420	1
2020-04-09T00:02:09	85.004	15.3420	1
2020-04-09T01:02:45	85.004	15.3420	1
2020-04-09T02:02:09	84.997	15.3007	1
2020-04-09T03:02:15	84.997	15.3007	1
2020-04-09T04:02:39	84.990	15.2577	1
2020-04-09T05:02:11	84.990	15.2577	1
2020-04-09T06:02:09	84.990	15.2577	1
2020-04-09T07:02:29	84.983	15.2151	0
2020-04-09T08:02:46	84.983	15.2151	0
2020-04-09T09:02:09	84.983	15.2151	0
2020-04-09T10:02:22	84.977	15.1746	0
2020-04-09T11:02:10	84.977	15.1746	0
2020-04-09T12:02:12	84.977	15.1746	0
2020-04-09T13:02:22	84.970	15.1385	0
2020-04-09T14:02:45	84.970	15.1385	0
2020-04-09T15:02:09	84.970	15.1385	0
2020-04-09T16:02:10	84.963	15.1059	1
2020-04-09T17:03:03	84.963	15.1059	1
2020-04-09T18:02:10	84.963	15.1059	1
2020-04-09T19:02:17	84.956	15.0744	1
2020-04-09T20:02:40	84.956	15.0744	1
2020-04-09T21:02:10	84.956	15.0744	1
2020-04-09T22:02:39	84.949	15.0412	1
2020-04-09T23:02:09	84.949	15.0412	1
2020-04-10T00:02:12	84.949	15.0412	1
2020-04-10T01:02:29	84.942	15.0046	1
2020-04-10T02:02:45	84.942	15.0046	1
2020-04-10T03:02:16	84.942	15.0046	1
2020-04-10T04:02:38	84.934	14.9629	1
2020-04-10T05:02:30	84.934	14.9629	1
2020-04-10T06:02:29	84.934	14.9629	1
2020-04-10T07:02:30	84.927	14.9143	0
2020-04-10T08:02:45	84.927	14.9143	0
2020-04-10T09:02:09	84.927	14.9143	0
2020-04-10T10:02:18	84.919	14.8595	0
2020-04-10T11:02:44	84.919	14.8595	0
2020-04-10T12:02:09	84.919	14.8595	0
2020-04-10T13:02:35	84.912	14.7971	0
2020-04-10T14:02:47	84.912	14.7971	0
2020-04-10T15:02:14	84.912	14.7971	0
2020-04-10T16:02:18	84.905	14.7328	1
2020-04-10T17:02:09	84.905	14.7328	1
2020-04-10T18:02:11	84.905	14.7328	1
2020-04-10T19:02:15	84.897	14.6673	1
2020-04-10T20:02:23	84.897	14.6673	1
2020-04-10T21:02:09	84.897	14.6673	1
2020-04-10T22:02:16	84.890	14.6001	1
2020-04-10T23:02:10	84.890	14.6001	1
2020-04-11T00:02:39	84.890	14.6001	1
2020-04-11T01:02:39	84.883	14.5331	1
2020-04-11T02:02:10	84.883	14.5331	1
2020-04-11T03:02:23	84.883	14.5331	1
2020-04-11T04:02:45	84.876	14.4673	1
2020-04-11T05:02:10	84.876	14.4673	1
2020-04-11T06:02:16	84.876	14.4673	1
2020-04-11T07:02:29	84.869	14.4035	0
2020-04-11T08:02:45	84.869	14.4035	0
2020-04-11T09:02:15	84.869	14.4035	0
2020-04-11T10:02:22	84.861	14.3406	0
2020-04-11T11:03:02	84.861	14.3406	0
2020-04-11T12:02:09	84.861	14.3406	0
2020-04-11T13:02:09	84.854	14.2825	0
2020-04-11T14:02:17	84.854	14.2825	0
2020-04-11T15:02:27	84.846	14.2266	0
2020-04-11T16:02:45	84.846	14.2266	0
2020-04-11T17:02:11	84.846	14.2266	1
2020-04-11T18:02:16	84.839	14.1675	1
2020-04-11T19:02:44	84.839	14.1675	1
2020-04-11T20:02:09	84.839	14.1675	1
2020-04-11T21:02:10	84.831	14.1050	1
2020-04-11T22:02:40	84.831	14.1050	1
2020-04-11T23:02:10	84.831	14.1050	1
2020-04-12T00:02:22	84.823	14.0381	1
2020-04-12T01:02:38	84.823	14.0381	1
2020-04-12T02:02:09	84.823	14.0381	1
2020-04-12T03:02:26	84.816	13.9668	1
2020-04-12T04:02:45	84.816	13.9668	1
2020-04-12T05:02:37	84.816	13.9668	1
2020-04-12T06:02:09	84.809	13.8919	0
2020-04-12T08:02:44	84.809	13.8919	0
2020-04-12T08:43:55	84.809	13.8919	0
2020-04-12T09:20:02	84.809	13.8919	0
2020-04-12T10:02:10	84.802	13.8172	0
2020-04-12T11:03:14	84.802	13.8172	0
2020-04-12T12:02:10	84.802	13.8172	0
2020-04-12T13:02:09	84.797	13.7469	0
2020-04-12T14:02:09	84.797	13.7469	0
2020-04-12T15:02:10	84.791	13.6826	0
2020-04-12T16:02:38	84.791	13.6826	0
2020-04-12T17:02:20	84.791	13.6826	1
2020-04-12T18:02:11	84.786	13.6256	1
2020-04-12T19:02:09	84.786	13.6256	1
2020-04-12T20:02:38	84.786	13.6256	1
2020-04-12T21:02:18	84.782	13.5758	1
2020-04-12T22:02:17	84.782	13.5758	1
2020-04-12T23:02:45	84.782	13.5758	1
2020-04-13T00:02:10	84.777	13.5278	1
2020-04-13T01:02:09	84.777	13.5278	1
2020-04-13T02:02:28	84.777	13.5278	1
2020-04-13T03:02:15	84.773	13.4802	1
2020-04-13T04:02:23	84.773	13.4802	1
2020-04-13T05:02:25	84.773	13.4802	1
2020-04-13T06:02:45	84.769	13.4275	0
